Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex,Capture Status,Snubbed Dorsal,Injury,Tally Count,Scale Age,Scale Origin ,Final Origin,Field Origin
1,3DD.003DA2894E,Hat. Summer Steelhead,32H,Mark,610,,AD MA RF,,7/2/2021 7:02,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/2/2021 7:02,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-Jan,X,,,Passed,Male,Maiden,X,,,1.2,H,H,H
2,3DD.003DA28942,Hat. Summer Steelhead,32H,Mark,630,,AD FE RF,,7/6/2021 8:06,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/6/2021 8:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,2-Feb,X,,,Passed,Female,Maiden,X,,,R.2,H,H,H
3,3DD.003DA28921,Hat. Summer Steelhead,32H,Mark,640,,AD FE RF,,7/6/2021 8:08,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/6/2021 8:08,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-Feb,X,,,Passed,Female,Maiden,X,,,R.2,H,H,H
4,3DD.003DA28963,Wild Summer Steelhead,32W,Mark,610,,AI FE RF,,7/6/2021 9:43,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/6/2021 9:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,3-Feb,,,,Passed,Female,Maiden,,,,2.1,W,W,W
5,3DD.003DA28965,Wild Summer Steelhead,32W,Mark,750,,AI FE RF,,7/6/2021 11:04,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/6/2021 11:04,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,4-Feb,,,,Passed,Female,Maiden,,,,2.2,W,W,W
6,3DD.003DA28920,Wild Summer Steelhead,32W,Mark,550,,AI FE RF,,7/6/2021 11:38,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/6/2021 11:38,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,5-Feb,,,,Passed,Female,Maiden,,,,R.1,W,W,W
7,3DD.003DA2892C,Wild Summer Steelhead,32W,Mark,610,,AI FE RF,,7/6/2021 12:29,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/6/2021 12:29,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,6-Feb,,,,Passed,Female,Maiden,,,,2.1,W,W,W
8,3DD.003DA28932,Wild Summer Steelhead,32W,Mark,710,,AI MA RF,,7/7/2021 6:35,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/7/2021 6:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-Mar,,,,Passed,Male,Maiden,,,,2.2,W,W,W
9,3DD.003DA28914,Wild Summer Steelhead,32W,Mark,690,,AI FE RF,,7/8/2021 6:31,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/8/2021 6:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-Apr,,,,Passed,Female,Maiden,,,,R.2,W,W,W
10,3DD.003DA2890E,Wild Summer Steelhead,32W,Mark,690,,AI MA RF,,7/8/2021 8:54,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/8/2021 8:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,2-Apr,,,,Passed,Male,Maiden,,,,R.2,W,W,W
11,3DD.003DA28961,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,7/8/2021 9:47,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/8/2021 9:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,3-Apr,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
12,3DD.003DA28933,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,7/8/2021 9:52,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/8/2021 9:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,4-Apr,X,,,Passed,Female,Maiden,X,,,H2.2,H,H,H
13,3DD.003DA2895B,Hat. Summer Steelhead,32H,Mark,700,,AD MA RF,,7/8/2021 11:41,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/8/2021 11:41,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,5-Apr,X,,,Passed,Male,Maiden,X,,,1.2,H,H,H
14,3DD.003DA28970,Hat. Summer Steelhead,32H,Mark,760,,AD FE RF,,7/8/2021 12:47,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/8/2021 12:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,6-Apr,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
15,3DD.003DA28962,Hat. Summer Steelhead,32H,Mark,760,,AD FE RF,,7/8/2021 13:06,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/8/2021 13:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-May,X,,,Passed,Female,Maiden,,,,R.2,H,H,H
16,3DD.003DA28915,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,7/8/2021 13:29,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/8/2021 13:29,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,2-May,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
17,3DD.003DA28928,Hat. Summer Steelhead,32H,Mark,730,,AD CW FE RF,,7/8/2021 13:50,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/8/2021 13:50,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,3-May,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
18,3DD.003DA2892B,Wild Summer Steelhead,32W,Mark,770,,AI FE RF,,7/12/2021 6:40,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/12/2021 6:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-Jun,,,,Passed,Female,Maiden,,,,3.2,W,W,W
19,3DD.003DA2891B,Hat. Summer Steelhead,32H,Mark,700,,AI FE RF,,7/12/2021 7:34,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/12/2021 7:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,2-Jun,,,,Passed,Female,Maiden,X,,,R.2,H,H,H
20,3DD.003DA2891D,Wild Summer Steelhead,32W,Mark,720,,AI FE RF,,7/12/2021 9:10,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/12/2021 9:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,3-Jun,,,,Passed,Female,Maiden,,,,R.1,W,W,W
21,3DD.003DA2895D,Hat. Summer Steelhead,32H,Mark,580,,AD FE RF,,7/14/2021 6:08,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/14/2021 6:08,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-Jul,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
22,3DD.003DA2894A,Hat. Summer Steelhead,32H,Mark,360,,AD FE RF,,7/14/2021 8:36,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/14/2021 8:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,2-Jul,X,,,Passed,Female,Maiden,,,,3,H,H,H
23,3DD.003DA28967,Wild Summer Steelhead,32W,Mark,790,,AI FE RF,,7/14/2021 12:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/14/2021 12:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,3-Jul,,,,Passed,Female,Maiden,,,,2.2,W,W,W
24,3DD.003DA28910,Hat. Summer Steelhead,32H,Mark,750,,AD MA RF,,7/14/2021 12:17,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/14/2021 12:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,4-Jul,X,,,Passed,Male,Maiden,X,,,1.2,H,H,H
25,3DD.003DA2894B,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,7/15/2021 5:47,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/15/2021 5:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-Aug,X,,,Passed,Female,Maiden,X,SS,,1.2,H,H,H
26,3DD.003DA28930,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,7/19/2021 6:34,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 6:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-Sep,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
27,3DD.003DA2893C,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,Injury-Body,7/19/2021 8:17,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 8:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,2-Sep,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
28,3DD.003DA28960,Wild Summer Steelhead,32W,Mark,520,,AI FE RF,body deformed,7/19/2021 8:22,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 8:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,3-Sep,,,,Passed,Female,Maiden,,,,2.1,W,W,W
29,3DD.003DA2894F,Wild Summer Steelhead,32W,Mark,760,,AI MA RF,,7/19/2021 8:57,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 8:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,4-Sep,,,,Passed,Male,Maiden,,SS,,2.2,W,W,W
30,3DD.003D431F78,Hat. Summer Steelhead,32H,Recapture,600,,AD CW FE RE RF,This is a recap!!!!,7/19/2021 9:09,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 9:09,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,X,,5-Sep,X,,,Passed,Female,Recapture,X,,,H2.1,H,H,H
31,3DD.003DA28924,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,7/19/2021 9:35,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 9:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,6-Sep,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
32,3DD.003DA28947,Wild Summer Steelhead,32W,Mark,680,,AI FE RF,,7/19/2021 9:38,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 9:38,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-Oct,,,,Passed,Female,Maiden,,,,2.1,W,W,W
33,3DD.003DA28952,Wild Summer Steelhead,32W,Mark,410,,AI MA RF,Changed to W per scale analysis,7/19/2021 9:49,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 9:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,2-Oct,,,,Passed,Male,Maiden,,,,2,W,W,H
34,3DD.003DA28935,Hat. Summer Steelhead,32H,Mark,610,,AD MA RF,,7/19/2021 10:06,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 10:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,3-Oct,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
35,3DD.003DA28934,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,7/19/2021 10:41,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 10:41,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,4-Oct,X,,,Passed,Female,Maiden,X,,,H2.2,H,H,H
36,3DD.003DA28944,Hat. Summer Steelhead,32H,Mark,700,,AI FE RF,,7/19/2021 10:52,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 10:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,5-Oct,,,,Passed,Female,Maiden,X,,,R.2,H,H,H
37,3DD.003DA28943,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,7/19/2021 10:55,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 10:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,6-Oct,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
38,3DD.003DA2892D,Hat. Summer Steelhead,32H,Mark,540,,AD FE RF,,7/19/2021 11:57,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/19/2021 11:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-Nov,X,,,Passed,Female,Maiden,X,,,H2.1,H,H,H
39,3DD.003DA2892F,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,7/21/2021 6:36,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/21/2021 6:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,1-Dec,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
40,3DD.003DA28937,Wild Summer Steelhead,32W,Mark,560,,AI MA RF,,7/21/2021 8:14,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/21/2021 8:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,2-Dec,,,,Passed,Male,Maiden,,,,3.1,W,W,W
41,3DD.003DA28911,Hat. Summer Steelhead,32H,Mark,640,,AD MA RF,,7/21/2021 9:07,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/21/2021 9:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,3-Dec,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
42,3DD.003DA2896D,Hat. Summer Steelhead,32H,Mark,570,,AI FE RF,,7/21/2021 10:23,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/21/2021 10:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,4-Dec,,,,Passed,Female,Maiden,X,,,R.1,H,H,H
43,3DD.003DA28954,Hat. Summer Steelhead,32H,Mark,300,,AD FE RF RV,,7/21/2021 12:08,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/21/2021 12:08,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,5-Dec,X,X,,Passed,Female,Maiden,X,,,1,H,H,H
44,3DD.003DA2895E,Wild Summer Steelhead,32W,Mark,630,,AI FE RF,Changed to W per scale analysis,7/21/2021 12:25,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/21/2021 12:25,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,6-Dec,,,,Passed,Female,Maiden,X,,,3.1,W,W,H
45,3DD.003DA28968,Hat. Summer Steelhead,32H,Mark,350,,AD FE RF RV,,7/21/2021 12:59,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/21/2021 12:59,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,13-1,X,X,,Passed,Female,Maiden,X,,,1,H,H,H
46,3DD.003DA28931,Hat. Summer Steelhead,32H,Mark,640,,AD FE RF,,7/21/2021 14:02,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/21/2021 14:02,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,13-2,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
47,3DD.003DA2893A,Wild Summer Steelhead,32W,Mark,590,,AI FE RF,,7/23/2021 6:24,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/23/2021 6:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,14-1,,,,Passed,Female,Maiden,,,,2.1,W,W,W
48,3DD.003DA28964,Wild Summer Steelhead,32W,Mark,690,,AI FE RF,,7/23/2021 7:47,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/23/2021 7:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,14-2,,,,Passed,Female,Maiden,,,,2.2,W,W,W
49,3DD.003DA28939,Wild Summer Steelhead,32W,Mark,640,,AI FE RF,,7/23/2021 7:56,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/23/2021 7:56,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,14-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
50,3DD.003DA28912,Hat. Summer Steelhead,32H,Mark,820,,AI CW FE RF,Injury-Body,7/23/2021 10:05,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/23/2021 10:05,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,14-4,,,,Passed,Female,Maiden,X,HW,,1.3,H,H,H
51,3DD.003DA28922,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,7/23/2021 11:03,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/23/2021 11:03,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,14-5,X,,,Passed,Female,Maiden,,,,1.2,H,H,H
52,3DD.003DA28953,Wild Summer Steelhead,32W,Mark,570,,AI MA RF,,7/23/2021 11:44,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/23/2021 11:44,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,14-6,,,,Passed,Male,Maiden,,,,2.1,W,W,W
53,3DD.003DA2894C,Wild Summer Steelhead,32W,Mark,550,,AI MA RF,,7/23/2021 12:16,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/23/2021 12:16,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,15-1,,,,Passed,Male,Maiden,,,,2.1,W,W,W
54,3DD.003DA28940,Hat. Summer Steelhead,32H,Mark,560,,AD FE RF,,7/23/2021 12:42,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/23/2021 12:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,15-2,X,,,Passed,Female,Maiden,X,,,1.1,H,H,H
55,3DD.003DA28929,Wild Summer Steelhead,32W,Mark,600,,AI FE RF,,7/23/2021 13:22,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/23/2021 13:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,15-3,,,,Passed,Female,Maiden,,,,2.1,W,W,W
56,3DD.003DA28936,Wild Summer Steelhead,32W,Mark,620,,AI MA RF,,7/23/2021 13:29,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/23/2021 13:29,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,15-4,,,,Passed,Male,Maiden,,,,2.1,W,W,W
57,3DD.003DA28917,Wild Summer Steelhead,32W,Mark,620,,AI FE RF, Injury - Snout,7/26/2021 6:06,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/26/2021 6:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,16-1,,,,Passed,Female,Maiden,,Lmaxmissing,,R.1,W,W,W
58,3DD.003DA28949,Hat. Summer Steelhead,32H,Mark,760,,AD FE RF,Injury-Body,7/26/2021 8:11,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/26/2021 8:11,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,16-2,X,,,Passed,Female,Maiden,X,SS,,1.2,H,H,H
59,3DD.003DA2896B,Wild Summer Steelhead,32W,Mark,740,,AI MA RF,,7/26/2021 8:14,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/26/2021 8:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,16-3,,,,Passed,Male,Maiden,,,,2.2,W,W,W
60,3DD.003DA28918,Hat. Summer Steelhead,32H,Mark,750,,AD MA RF,,7/26/2021 8:33,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/26/2021 8:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,16-4,X,,,Passed,Male,Maiden,X,,,1.2,H,H,H
61,3DD.003DA2891A,Wild Summer Steelhead,32W,Mark,700,,AI FE RF,,7/26/2021 11:05,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/26/2021 11:05,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,16-5,,,,Passed,Female,Maiden,,,,2.2,W,W,W
62,3DD.003DA2891C,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,7/26/2021 11:07,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/26/2021 11:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,16-6,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
63,3DD.003DA2890F,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,7/26/2021 11:19,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/26/2021 11:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,17-1,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
64,3DD.003DA28959,Hat. Summer Steelhead,32H,Mark,610,,AD MA RF,,7/26/2021 11:22,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/26/2021 11:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,17-2,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
65,3DD.003DA2892E,Hat. Summer Steelhead,32H,Mark,540,,AD CW FE RF,,7/26/2021 12:23,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/26/2021 12:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,X,,17-3,X,,,Passed,Female,Maiden,X,,,R.1,H,H,H
66,3DD.003DA2895F,Wild Summer Steelhead,32W,Mark,670,,AI FE RF,,7/26/2021 13:31,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/26/2021 13:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,17-4,,,,Passed,Female,Maiden,,,,2.2,W,W,W
67,3DD.003DA28938,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,Injury - Snout,7/26/2021 13:33,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/26/2021 13:33,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,17-5,X,,,Passed,Female,Maiden,X,HW,,R.2,H,H,H
68,3DD.003DA2896A,Wild Summer Steelhead,32W,Mark,580,,AI FE RF,Injury - Anal,7/28/2021 6:32,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/28/2021 6:32,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,18-1,,,,Passed,Female,Maiden,,SS,,R.1,W,W,W
69,3DD.003DA2893B,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,7/28/2021 6:35,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/28/2021 6:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,18-2,X,,,Passed,Female,Maiden,X,,,R.2,H,H,H
70,3DD.003DA2891E,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,7/28/2021 7:09,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/28/2021 7:09,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,18-3,X,,,Passed,Female,Maiden,X,,,R.2,H,H,H
71,3DD.003DA28945,Wild Summer Steelhead,32W,Mark,740,,AI MA RF,,7/28/2021 8:27,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/28/2021 8:27,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,18-4,,,,Passed,Male,Maiden,,,,R.2,W,W,W
72,3DD.003DA28946,Wild Summer Steelhead,32W,Mark,670,,AI FE RF,Injury-Body,7/28/2021 9:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/28/2021 9:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,18-5,,,,Passed,Female,Maiden,,GN,,W1.2,W,W,W
73,3DD.003DA2896E,Wild Summer Steelhead,32W,Mark,530,,AI FE RF,,7/28/2021 12:43,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/28/2021 12:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,18-6,,,,Passed,Female,Maiden,,,,2.1,W,W,W
74,3DD.003DA28950,Hat. Summer Steelhead,32H,Mark,560,,AD MA RF,,7/28/2021 12:45,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/28/2021 12:45,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,19-1,X,,,Passed,Male,Maiden,X,,,1.1,H,H,H
75,3DD.003DA28948,Hat. Summer Steelhead,32H,Mark,650,,AD FE RF,,7/30/2021 6:15,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/30/2021 6:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,20-1,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
76,3DD.003DA2894D,Wild Summer Steelhead,32W,Mark,690,,AI FE RF,,7/30/2021 7:27,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/30/2021 7:27,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,20-2,,,,Passed,Female,Maiden,,,,2.2,W,W,W
77,3DD.003DA28956,Wild Summer Steelhead,32W,Mark,690,,AI MA RF,,7/30/2021 7:48,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/30/2021 7:48,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,20-3,,,,Passed,Male,Maiden,,,,2.2,W,W,W
78,3DD.003DA2893F,Wild Summer Steelhead,32W,Mark,760,,AI FE RF,,7/30/2021 8:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/30/2021 8:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,20-4,,,,Passed,Female,Maiden,,,,2.2,W,W,W
79,3DD.003DA2895C,Hat. Summer Steelhead,32H,Mark,650,,AD FE RF,,7/30/2021 9:08,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/30/2021 9:08,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,20-5,X,,,Passed,Female,Maiden,,,,1.2,H,H,H
80,3DD.003DA28923,Wild Summer Steelhead,32W,Mark,730,,AI FE RF,,7/30/2021 10:12,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/30/2021 10:12,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,20-6,,,,Passed,Female,Maiden,,,,2.2,W,W,W
81,3DD.003DA28926,Wild Summer Steelhead,32W,Mark,750,,AI FE RF,,7/30/2021 11:49,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/30/2021 11:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,21-1,,,,Passed,Female,Maiden,,,,2.2,W,W,W
82,3DD.003DA2896F,Hat. Summer Steelhead,32H,Mark,620,,AD MA RF,,7/30/2021 12:52,PRDLD1,Adult,,2021,,PRDLD1,639,,20,7/30/2021 12:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,21-2,X,,,Passed,Male,Maiden,,,,1.1,H,H,H
83,3DD.003DA28957,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,8/2/2021 6:00,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/2/2021 6:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,22-1,X,,,Passed,Female,Maiden,X,,,1.2,H,H,H
84,3DD.003DA2896C,Wild Summer Steelhead,32W,Mark,540,,AI FE RF,,8/2/2021 6:39,PRDLD1,Adult,,2021,,PRDLD1,639,,20,8/2/2021 6:39,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,22-2,,,,Passed,Female,Maiden,,,,2.1,W,W,W
