Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex,Capture Status,Snubbed Dorsal,Injury,Talley Count,Scale Age,Scale Origin ,Final Origin,Field Origin
489,3DD.003DA28726,Hat. Summer Steelhead,32H,Mark,590,,AD MA RF,,8/24/2020 12:13,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 12:13,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,89-5,,,,,Male,,,,,1.1,H,H,H
490,3DD.003DA2871F,Hat. Summer Steelhead,32H,Mark,690,,AI CW FE RF,,8/24/2020 12:24,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 12:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,89-6,,,,,Female,,,,,1.2,H,H,H
491,3DD.003DA28732,Wild Summer Steelhead,32W,Mark,790,,AI FE RF,,8/24/2020 12:37,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 12:37,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,90-1,,,,,Female,,,,,2.2,W,W,W
492,3DD.003DA28764,Wild Summer Steelhead,32W,Mark,700,,AI FE RF,,8/24/2020 12:40,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 12:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,90-2,,,,,Female,,,,,2.2,W,W,W
493,3DD.003DA28720,Wild Summer Steelhead,32W,Mark,800,,AI MA RF,,8/24/2020 13:00,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 13:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,90-3,,,,,Male,,,,,R.2,,W,W
494,3DD.003DA28762,Wild Summer Steelhead,32W,Mark,780,,AI FE RF,SS,8/24/2020 13:06,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 13:06,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,90-4,,,,,Female,,,,,2.2,W,W,W
495,3DD.003DA28760,Wild Summer Steelhead,32W,Mark,810,,AI MA RF,,8/24/2020 13:19,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 13:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,90-5,,,,,Male,,,,,2.2,W,W,W
496,3DD.003DA2875D,Wild Summer Steelhead,32W,Mark,710,,AI FE RF,SS,8/24/2020 13:21,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 13:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,90-6,,,,,Female,,,,,2.2,W,W,W
497,3DD.003DA28724,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,,8/24/2020 13:44,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 13:44,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,91-1,,,,,Female,,,,,1.2,H,H,H
498,3DD.003DA2877B,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,SS,8/24/2020 13:51,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 13:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,91-2,,,,,Female,,,,,1.2,H,H,H
499,3DD.003DA28740,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,MISSING LP,8/24/2020 13:55,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 13:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,91-3,,,,,Female,,,,,1.2,H,H,H
500,3DD.003DA2873D,Wild Summer Steelhead,32W,Mark,730,,AI FE RF,,8/24/2020 14:02,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 14:02,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,91-4,,,,,Female,,,,,2.2,W,W,W
501,3DD.003DA28722,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF,,8/24/2020 14:04,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 14:04,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,91-5,,,,,Female,,,,,1.2,H,H,H
502,3DD.003DA28728,Hat. Summer Steelhead,32H,Mark,770,,AD FE RF,,8/24/2020 14:11,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 14:11,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,91-6,,,,,Female,,,,,1.2,H,H,H
503,3DD.003DA28763,Wild Summer Steelhead,32W,Mark,650,,AI FE RF,,8/24/2020 14:21,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/24/2020 14:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,92-1,,,,,Female,,,,,2.2,W,W,W
504,3DD.003DA28745,Wild Summer Steelhead,32W,Mark,710,,AI FE RF,,8/26/2020 6:55,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 6:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,93-1,,,,,Female,,,,,2.2,W,W,W
505,3DD.003DA28775,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,HW,8/26/2020 7:26,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 7:26,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,93-2,,,,,Female,,,,,1.2,H,H,H
506,3DD.003DA28770,Hat. Summer Steelhead,32H,Mark,650,,AD FE RF,,8/26/2020 7:38,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 7:38,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,93-3,,,,,Female,,,,,1.2,H,H,H
507,3DD.003DA2873A,Hat. Summer Steelhead,32H,Mark,710,,AI CW FE RF,,8/26/2020 7:41,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 7:41,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,93-4,,,,,Female,,,,,1.2,H,H,H
508,3DD.003DA28738,Hat. Summer Steelhead,32H,Mark,740,,AD FE RF RV,,8/26/2020 8:00,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 8:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,93-5,,,,,Female,,,,,1.2,H,H,H
509,3DD.003DA28747,Hat. Summer Steelhead,32H,Mark,660,,AI MA RF,GN,8/26/2020 8:20,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 8:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,93-6,,,,,Male,,,,,1.2,H,H,H
510,3DD.003DA28749,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,8/26/2020 8:26,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 8:26,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,94-1,,,,,Female,,,,,1.2,H,H,H
511,3DD.003DA28766,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,8/26/2020 8:36,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 8:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,94-2,,,,,Female,,,,,1.2,H,H,H
512,3DD.003DA2874E,Hat. Summer Steelhead,32H,Mark,760,,AD MA RF,,8/26/2020 8:39,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 8:39,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,94-3,,,,,Male,,,,,1.2,H,H,H
513,3DD.003DA2873F,Wild Summer Steelhead,32W,Mark,610,,AI FE RF,GN,8/26/2020 9:23,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 9:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,94-4,,,,,Female,,,,,2.1,W,W,W
514,3DD.003DA28776,Wild Summer Steelhead,32W,Mark,500,,AI FE RF,,8/26/2020 9:28,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 9:28,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,94-5,,,,,Female,,,,,2.1,W,W,W
515,3DD.003DA2876A,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,8/26/2020 9:50,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 9:50,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,94-6,,,,,Female,,,,,1.2,H,H,H
516,3DD.003DA28750,Hat. Summer Steelhead,32H,Mark,770,,AD MA RF,,8/26/2020 10:10,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 10:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,95-1,,,,,Male,,,,,1.2,H,H,H
517,3DD.003DA28736,Hat. Summer Steelhead,32H,Mark,740,,AI CW FE RF,SS,8/26/2020 10:52,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 10:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,95-2,,,,,Female,,,,,1.2,H,H,H
518,3DD.003DA28767,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,8/26/2020 11:03,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 11:03,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,95-3,,,,,Female,,,,,1.2,H,H,H
519,3DD.003DA28721,Wild Summer Steelhead,32W,Mark,710,,AI FE RF,,8/26/2020 11:05,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 11:05,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,95-4,,,,,Female,,,,,2.2,W,W,W
520,3DD.003DA28731,Wild Summer Steelhead,32W,Mark,690,,AI FE RF,,8/26/2020 11:17,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 11:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,95-5,,,,,Female,,,,,R.2,,W,W
521,3DD.003DA2872E,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,SS,8/26/2020 11:19,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 11:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,95-6,,,,,Female,,,,,1.2,H,H,H
522,3DD.003DA28727,Wild Summer Steelhead,32W,Mark,740,,AI FE RF,,8/26/2020 11:35,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 11:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,96-1,,,,,Female,,,,,2.1,W,W,W
523,3DD.003DA2871E,Hat. Summer Steelhead,32H,Mark,790,,AD MA RF,,8/26/2020 11:36,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 11:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,96-2,,,,,Male,,,,,1.2,H,H,H
524,3DD.003DA2871A,Wild Summer Steelhead,32W,Mark,570,,AI FE RF,,8/26/2020 12:03,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 12:03,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,96-3,,,,,Female,,,,,R.1,,W,W
525,3DD.003DA2871C,Wild Summer Steelhead,32W,Mark,700,,AI FE RF,,8/26/2020 12:13,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 12:13,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,96-4,,,,,Female,,,,,2.2,W,W,W
526,3DD.003DA2872C,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,SS,8/26/2020 12:15,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 12:15,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,96-5,,,,,Female,,,,,1.2,H,H,H
527,3DD.003DA287D7,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,GN,8/26/2020 12:21,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 12:21,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,96-6,,,,,Female,,,,,1.2,H,H,H
528,3DD.003DA287DE,Wild Summer Steelhead,32W,Mark,760,,AI FE RF,,8/26/2020 12:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 12:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,97-1,,,,,Female,,,,,2.1,W,W,W
529,3DD.003DA287B2,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,8/26/2020 12:43,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 12:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,97-2,,,,,Female,,,,,1.2,H,H,H
530,3DD.003DA287CE,Hat. Summer Steelhead,32H,Mark,760,,AI FE RF,GN SS,8/26/2020 12:45,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 12:45,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,97-3,,,,,Female,,,,,R.1,,W,W
531,3DD.003DA2878E,Wild Summer Steelhead,32W,Mark,690,,AI FE RF, SS,8/26/2020 12:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 12:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,97-4,,,,,Female,,,,,2.2,W,W,W
532,3DD.003DA287C5,Hat. Summer Steelhead,32H,Mark,720,,AD MA RF,,8/26/2020 13:11,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 13:11,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,97-5,,,,,Male,,,,,1.2,H,H,H
533,3DD.003DA287C2,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF,,8/26/2020 13:13,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 13:13,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,97-6,,,,,Female,,,,,1.2,H,H,H
534,3DD.003DA287BC,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,8/26/2020 13:14,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 13:14,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,98-1,,,,,Female,,,,,1.2,H,H,H
535,3DD.003DA28781,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,8/26/2020 13:18,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 13:18,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,98-2,,,,,Female,,,,,1.2,H,H,H
536,3DD.003DA2878A,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,8/26/2020 13:19,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 13:19,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,98-3,,,,,Female,,,,,1.2,H,H,H
537,3DD.003DA287A1,Hat. Summer Steelhead,32H,Mark,710,,AI CW FE RF,,8/26/2020 13:20,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 13:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,98-4,,,,,Female,,,,,1.2,H,H,H
538,3DD.003DA287B8,Wild Summer Steelhead,32W,Mark,730,,AI FE RF,,8/26/2020 13:40,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 13:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,98-5,,,,,Female,,,,,W1.2,W,W,W
539,3DD.003DA287BD,Hat. Summer Steelhead,32H,Mark,710,,AD FE RF,,8/26/2020 13:43,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 13:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,98-6,,,,,Female,,,,,1.2,H,H,H
540,3DD.003DA287D5,Hat. Summer Steelhead,32H,Mark,530,,AI CW FE RF,HW,8/26/2020 13:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 13:49,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,99-1,,,,,Female,,,,,1.1,H,H,H
541,3DD.003DA287CD,Wild Summer Steelhead,32W,Mark,740,,AI MA RF,,8/26/2020 14:04,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 14:04,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,99-2,,,,,Male,,,,,R.2,,W,W
542,3DD.003DA287D6,Hat. Summer Steelhead,32H,Mark,620,,AD FE RF,,8/26/2020 14:17,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 14:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,99-3,,,,,Female,,,,,1.2,H,H,H
543,3DD.003DA28794,Hat. Summer Steelhead,32H,Mark,740,,AI FE RF,GN,8/26/2020 14:27,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 14:27,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,99-4,,,,,Female,,,,,1.2,H,H,H
544,3DD.003DA2877D,Hat. Summer Steelhead,32H,Mark,640,,AD FE RF,,8/26/2020 14:40,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 14:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,99-5,,,,,Female,,,,,1.2,H,H,H
545,3DD.003DA28789,Hat. Summer Steelhead,32H,Mark,520,,AD FE RF,,8/26/2020 14:51,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/26/2020 14:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,99-6,,,,,Female,,,,,UNREADABLE,,H,H
546,3DD.003DA287A7,Wild Summer Steelhead,32W,Mark,780,,AI FE RF,,8/28/2020 6:47,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 6:47,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,100-1,,,,,Female,,,,,2.2,W,W,W
547,3DD.003DA287B7,Hat. Summer Steelhead,32H,Mark,700,,AD FE RF,,8/28/2020 7:32,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 7:32,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,100-2,,,,,Female,,,,,1.2,H,H,H
548,3DD.003DA287A8,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,SS,8/28/2020 8:25,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 8:25,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,100-3,,,,,Female,,,,,1.2,H,H,H
549,3DD.003DA287B5,Hat. Summer Steelhead,32H,Mark,710,,AI FE RF,,8/28/2020 8:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 8:57,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,100-4,,,,,Female,,,,,2.2,W,W,H
550,3DD.003DA287DA,Hat. Summer Steelhead,32H,Mark,770,,AI FE RF,SS,8/28/2020 9:00,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 9:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,100-5,,,,,Female,,,,,1.2,H,H,H
551,3DD.003DA287B1,Wild Summer Steelhead,32W,Mark,700,,AI FE RF,,8/28/2020 9:03,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 9:03,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,100-6,,,,,Female,,,,,2.2,W,W,W
552,3DD.003DA287C8,Hat. Summer Steelhead,32H,Mark,760,,AD MA RF,,8/28/2020 9:07,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 9:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,101-1,,,,,Male,,,,,1.2,H,H,H
553,3DD.003DA287AD,Wild Summer Steelhead,32W,Mark,620,,AI FE RF,,8/28/2020 9:10,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 9:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,101-2,,,,,Female,,,,,R.2,,W,W
554,3DD.003DA2879D,Hat. Summer Steelhead,32H,Mark,690,,AD FE RF,,8/28/2020 9:13,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 9:13,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,101-3,,,,,Female,,,,,1.2,H,H,H
555,3DD.003DA287BA,Hat. Summer Steelhead,32H,Mark,650,,AD MA RF,SS,8/28/2020 9:20,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 9:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,101-4,,,,,Male,,,,,1.2,H,H,H
556,3DD.003DA2877F,Hat. Summer Steelhead,32H,Mark,630,,AD FE RF,,8/28/2020 9:35,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 9:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,101-5,,,,,Female,,,,,1.2,H,H,H
557,3DD.003D53A9D9,Hat. Summer Steelhead,32H,Recapture,650,,AD FE RE RF,This is a recap!!!!,8/28/2020 9:38,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 9:38,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,101-6,,,,,Female,,,,,1.2,H,H,H
558,3DD.003DA287C9,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,SS,8/28/2020 9:45,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 9:45,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,102-1,,,,,Female,,,,,1.2,H,H,H
559,3DD.003DA287A0,Wild Summer Steelhead,32W,Mark,800,,AI MA RF,,8/28/2020 9:48,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 9:48,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,102-2,,,,,Male,,,,,2.3,W,W,W
560,3DD.003BC740F4,Hat. Summer Steelhead,32H,Recapture,630,,AD CW MA RE RF,This is a recap!!!!,8/28/2020 10:06,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 10:06,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,102-3,,,,,Male,,,,,1.2,H,H,H
561,3DD.003DA287A3,Hat. Summer Steelhead,32H,Mark,710,,AD CW FE RF,,8/28/2020 10:27,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 10:27,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,102-4,,,,,Female,,,,,1.2,H,H,H
562,3DD.003DA287D2,Hat. Summer Steelhead,32H,Mark,730,,AD FE RF,,8/28/2020 10:29,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 10:29,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,102-5,,,,,Female,,,,,1.2,H,H,H
563,3DD.003DA2879E,Hat. Summer Steelhead,32H,Mark,620,,AD FE RF,GN,8/28/2020 10:34,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 10:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,102-6,,,,,Female,,,,,1.1,H,H,H
564,3DD.003DA287C6,Wild Summer Steelhead,32W,Mark,680,,AI FE RF,SS,8/28/2020 10:43,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 10:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,103-1,,,,,Female,,,,,W1.2,W,W,W
565,3DD.003D53A96F,Hat. Summer Steelhead,32H,Recapture,730,,AI CW FE RE RF,This is a recap!!!!,8/28/2020 10:49,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 10:49,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,103-2,,,,,Female,,,,,1.2,H,H,H
566,3DD.003DA28790,Hat. Summer Steelhead,32H,Mark,630,,AD FE RF,,8/28/2020 10:51,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 10:51,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,103-3,,,,,Female,,,,,1.2,H,H,H
567,3DD.003DA287A2,Hat. Summer Steelhead,32H,Mark,570,,AD MA RF,,8/28/2020 11:18,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 11:18,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,103-4,,,,,Male,,,,,UNREADABLE,,H,H
568,3DD.003DA2877E,Hat. Summer Steelhead,32H,Mark,770,,AD FE RF,,8/28/2020 11:20,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 11:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,103-5,,,,,Female,,,,,1.2,H,H,H
569,3DD.003DA287A6,Wild Summer Steelhead,32W,Mark,660,,AI FE RF,,8/28/2020 11:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 11:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,103-6,,,,,Female,,,,,2.2,W,W,W
570,3DD.003DA2878B,Wild Summer Steelhead,32W,Mark,640,,AI FE RF,,8/28/2020 11:24,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 11:24,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,104-1,,,,,Female,,,,,2.1,W,W,W
571,3DD.003DA287CF,Hat. Summer Steelhead,32H,Mark,560,,AD FE RF,,8/28/2020 11:34,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 11:34,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,104-2,,,,,Female,,,,,1.1,H,H,H
572,3DD.003DA2879F,Hat. Summer Steelhead,32H,Mark,630,,AD CW FE RF,,8/28/2020 11:39,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 11:39,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,104-3,,,,,Female,,,,,1.2,H,H,H
573,3DD.003DA2879B,Wild Summer Steelhead,32W,Mark,510,,AI FE RF,,8/28/2020 11:43,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 11:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,104-4,,,,,Female,,,,,2.1,W,W,W
574,3DD.003DA287DB,Hat. Summer Steelhead,32H,Mark,560,,AD MA RF,,8/28/2020 11:52,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 11:52,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,104-5,,,,,Male,,,,,1.1,H,H,H
575,3DD.003DA28787,Wild Summer Steelhead,32W,Mark,790,,AI FE RF,SS,8/28/2020 11:54,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 11:54,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,104-6,,,,,Female,,,,,2.2,W,W,W
576,3DD.003DA28797,Wild Summer Steelhead,32W,Mark,690,,AI FE RF,,8/28/2020 11:55,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 11:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,105-1,,,,,Female,,,,,3.2,W,W,W
577,3DD.003DA287C0,Wild Summer Steelhead,32W,Mark,680,,AI MA RF,,8/28/2020 11:58,PRDLD1,Adult,,2020,,PRDLD1,639,,25,8/28/2020 11:58,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,105-2,,,,,Male,,,,,2.2,W,W,W
